iso3c,country,SP.POP.TOTL,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,asalariados,patrones,tcp,familiares,rel_salariales,rel_no_salariales
PER,Peru,29071825.90909091,29.266090739857052,16.220454216003407,54.513363924893476,43.517636039040326,5.1400909423828125,34.69609130512583,16.646181713451035,48.65772698142314,51.34227301857687
PHL,Philippines,94107627,32.81554499539462,15.627454497597435,51.556817835027516,54.362817937677555,3.850727319717408,30.013909274881527,11.77254546772351,58.21354525739496,41.78645474260504
PNG,Papua New Guinea,7302534.818181818,66.37509051236239,4.750909155065362,28.874090888283472,18.947636344216082,1.50554545359178,41.853181741454414,37.6936368075284,20.45318179780786,79.54681854898281
POL,Poland,38082926.36363637,13.521363691850146,30.542091196233564,55.93654528531161,77.0956372347745,4.097727298736572,14.936818231235847,3.8698181022297256,81.19336453351107,18.806636333465573
PRI,Puerto Rico,3686064.4545454546,1.394000010056928,17.6527271270752,80.95336359197442,84.61490977894177,4.0200909267772325,11.157181890173376,0.20781818438659982,88.635000705719,11.365000074559976
PRK,"Korea, Dem. People’s Rep.",24552701.363636363,53.353090806440875,15.516181599010126,31.13072759454903,9.94990912350741,1.7327272891998282,38.96654521335256,49.35090879960494,11.68263641270724,88.3174540129575
PRT,Portugal,10505176.636363637,10.664636308496648,27.172636205499817,62.16272804953834,77.22436384721237,5.310454411940142,16.609909366477623,0.8552727211605422,82.53481825915252,17.465182087638166
PRY,Paraguay,6253005.090909091,26.012272748080175,17.9888182553378,55.99890934337269,51.912545290860265,5.4560908837751905,34.69409105994485,7.937272765419699,57.368636174635455,42.63136382536455
PSE,West Bank and Gaza,3788331.3636363638,12.737636392766783,25.79345460371537,61.46918175437234,64.8091812133789,5.648727243596858,20.756454554471098,8.785636294971816,70.45790845697576,29.542090849442914
PYF,French Polynesia,266375.8181818182,8.656363660638984,16.36472719365901,74.97881872003728,83.45008988813919,3.950181809338657,12.142090634866184,0.45763636719096823,87.40027169747785,12.599727002057152
QAT,Qatar,1786175.4545454546,1.766545469110662,52.145818190141156,46.0877272865989,99.33654646439986,0.4156363660638982,0.22309090700847212,0.02472727309743117,99.75218283046375,0.24781818010590329
ROU,Romania,20405682.818181816,29.398545525290746,29.540363658558256,41.0611818486994,66.91300062699752,1.3457272702997383,19.618363770571612,12.12290919910778,68.25872789729725,31.741272969679393
RUS,Russian Federation,143212388.27272728,8.078091014515275,28.194000070745282,63.72790908813477,92.24572753906249,1.2453636364503344,6.238363671709188,0.2705454562198035,93.49109117551282,6.508909127928992
RWA,Rwanda,10055564.454545455,77.95018144087358,5.844181711023502,16.205636371265754,23.20527258786289,0.0589090907438235,45.57218263399871,31.163636641068905,23.264181678606715,76.73581927506761
